Event Id | Investigation Type | Accident Number | Event Date | Location | Country | Latitude | Longitude | Airport Code | Airport Name | Injury Severity | Aircraft Damage | Aircraft Category | Registration Number | Make | Model | Amateur Built | Number of Engines | Engine Type | FAR Description | Schedule | Purpose of Flight | Air Carrier | Total Fatal Injuries | Total Serious Injuries | Total Minor Injuries | Total Uninjured | Weather Condition | Broad Phase of Flight | Report Status | Publication Date | 
20150727X44635 | Incident | ENG15WA028 | 07/23/2015 | Riyadh, Saudi Arabia, Saudi Arabia | Saudi Arabia |  |  | KSA | King Khalid International | Incident |  | Airplane |  | AIRBUS | A330 - 223 | No |  | Turbo Fan |  | SCHD |  |  |  |  |  | 198 |  | TAKEOFF | Foreign |  | 
20150724X22847 | Accident | ANC15CA055 | 07/23/2015 | Skweetna, AK | United States | 61.852778 | 151.408333 |  | N/A | Non-Fatal | Substantial | Airplane | N3085G | CHAMPION | 7GCBC | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 2 | VMC | LANDING | Factual | 09/03/2015 | 
20150804X60352 | Accident | WPR15WA231 | 07/22/2015 | Tifalmin Village Papua New Guinea, Papua New Guinea | Papua New Guinea |  |  |  |  | Non-Fatal | Substantial | Helicopter |  | BELL | 407 - NO SERIES | No |  |  |  |  |  |  |  |  | 1 |  |  | MANEUVERING | Foreign |  | 
20150803X45031 | Accident | GAA15CA208 | 07/22/2015 | North Vernon, IN | United States | 39.045000 | -85.603611 | OVO | NORTH VERNON | Non-Fatal | Substantial | Airplane | N133VU | CESSNA | 172R | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 1 | VMC | LANDING | Probable Cause | 08/12/2015 | 
20150723X91538 | Accident | GAA15CA194 | 07/22/2015 | Monte Vista, CO | United States | 37.528611 | -106.045833 | MVI | MONTE VISTA MUNICIPAL | Non-Fatal | Substantial | Airplane | N402KN | AIR TRACTOR INC | AT 402B | No | 1 | Turbo Prop | Part 137: Agricultural |  | Aerial Application |  |  |  |  | 1 | VMC | LANDING | Factual | 09/09/2015 | 
20150729X83103 | Accident | ERA15LA288 | 07/22/2015 | West Palm Beach, FL | United States |  |  | PBI | Palm Beach International | Non-Fatal | Substantial | Airplane | N613PJ | CANADAIR | CL-600-2B16 | No | 2 | Turbo Fan | Part 91: General Aviation |  | Positioning |  |  |  |  | 2 | VMC | TAXI | Preliminary | 08/05/2015 | 
20150722X35237 | Accident | ERA15FA277 | 07/22/2015 | Lake Wales, FL | United States | 27.892222 | 81.611944 | X07 | Lake Wales Airport | Fatal(1) | Destroyed | Airplane | N610DA | CIRRUS DESIGN CORP | SR20 | No | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  | 1 | 1 |  |  | VMC | GO-AROUND | Preliminary | 08/05/2015 | 
20150727X53423 | Accident | CEN15LA319 | 07/22/2015 | Rozet, WY | United States | 44.278334 | -105.205556 | 22WY | Kissack/Reynolds Airport | Non-Fatal | Substantial | Airplane | N3344Y | CESSNA | 182E | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 1 | VMC | TAKEOFF | Preliminary | 07/28/2015 | 
20150723X50351 | Accident | CEN15LA314 | 07/22/2015 | Longview, TX | United States |  |  |  |  | Non-Fatal |  | Balloon | N76627 | ARBC INC | 69X | No |  |  | Part 91: General Aviation |  | Personal |  |  | 1 |  |  |  | LANDING | Preliminary | 08/03/2015 | 
20150722X51858 | Accident | CEN15FA311 | 07/22/2015 | Oshkosh, WI | United States | 43.991389 | -88.548611 | OSH | Wittman Regional Airport | Non-Fatal | Substantial | Airplane | N4BP | PIPER | PA-46-310P | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  | 3 | 2 |  | VMC | APPROACH | Preliminary | 07/29/2015 | 
20150723X32606 | Accident | ANC15CA052 | 07/22/2015 | Wasilla, AK | United States |  |  |  |  |  |  |  | N5722B | CESSNA | 182 |  |  |  |  |  |  |  |  |  |  |  |  |  | Preliminary |  | 
20150721X95723 | Accident | WPR15LA220 | 07/21/2015 | Prichard, ID | United States | 47.678056 | -115.935833 |  | N/A | Non-Fatal | Substantial | Airplane | N759LV | CESSNA | 182Q | No | 1 | Reciprocating | Part 91: General Aviation |  | Aerial Observation |  |  |  |  | 2 | VMC |  | Preliminary | 07/31/2015 | 
20150723X45724 | Accident | GAA15CA197 | 07/21/2015 | Atlanta, TX | United States | 33.119445 | -94.163889 |  | N/A | Non-Fatal | Substantial | Helicopter | N58397 | HUGHES | 269C | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 2 | VMC | LANDING | Probable Cause | 08/12/2015 | 
20150801X23811 | Accident | CEN15LA330 | 07/21/2015 | Emmett, KS | United States |  |  |  | N/A | Non-Fatal | Substantial | Airplane | N963X | GRUMMAN | G-164A | No | 1 | Reciprocating | Part 137: Agricultural |  | Aerial Application |  |  |  |  | 1 | VMC | MANEUVERING | Preliminary | 08/04/2015 | 
20150723X30553 | Accident | CEN15LA313 | 07/21/2015 | Perry, OK | United States |  |  |  |  | Non-Fatal | Substantial | Unknown | N2789K | LUSCOMBE | 8E | No |  |  | Part 91: General Aviation |  | Personal |  |  | 1 |  |  |  | TAKEOFF | Preliminary | 08/21/2015 | 
20150721X22557 | Accident | CEN15FA310 | 07/21/2015 | Auburn, WY | United States | 42.794444 | -111.013611 |  | N/A | Fatal(2) | Destroyed | Airplane | N8362H | AERONCA | 7BCM (L-16A) | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  | 2 |  |  |  |  | MANEUVERING | Preliminary | 07/28/2015 | 
20150721X35946 | Accident | WPR15LA219 | 07/20/2015 | Walla Walla, WA | United States | 46.051667 | -118.090000 |  | N/A | Non-Fatal | Destroyed | Helicopter | N121PT | ROTORCRAFT DEVELOPEMENT CORP | UH-1H | No | 1 | Turbo Shaft | Part 133: Rotorcraft Ext. Load |  | Fire Fighting |  |  |  | 1 |  | VMC | MANEUVERING | Preliminary | 07/27/2015 | 
20150727X42358 | Accident | ANC15LA056 | 07/20/2015 | Dillingham, AK | United States | 59.050000 | -158.581389 | 0Z3 | SHANNONS POND | Non-Fatal | Substantial | Airplane | N8761C | PIPER | PA 18-150 |  | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 2 | VMC | TAKEOFF | Preliminary | 08/11/2015 | 
20150729X84008 | Accident | ANC15CA059 | 07/20/2015 | Beluga, AK | United States | 61.420834 | -151.525834 |  | N/A | Non-Fatal | Substantial | Airplane | N2868P | PIPER | PA 18A 150 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 2 | VMC | LANDING | Factual | 09/08/2015 | 
20150727X83106 | Accident | WPR15WA224 | 07/19/2015 | Wedderburn, Australia | Australia |  |  |  |  | Fatal(1) | Substantial | Airplane |  | GLASAIR | SH-2FT | Yes |  |  |  |  |  |  | 1 | 1 |  |  |  | MANEUVERING | Foreign |  | 
20150719X02305 | Accident | WPR15LA217 | 07/19/2015 | Las Vegas, NV | United States | 35.933334 | -115.133334 | KHND | Henderson Exec | Non-Fatal | Substantial | Airplane | N8740E | PIPER | PA 28-181 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  | 4 |  |  | VMC | TAKEOFF | Preliminary | 07/27/2015 | 
20150729X51240 | Accident | ERA15WA290 | 07/19/2015 | Rio Verde, Brazil | Brazil | -17.873334 | -50.938611 | SWLC | General Leite De Castro | Fatal(1) | Destroyed | Airplane |  | CESSNA | 210D | No |  |  | Non-U.S., Non-Commercial |  | Unknown |  | 1 |  | 1 |  |  | GO-AROUND | Foreign |  | 
20150722X81510 | Accident | ERA15WA275 | 07/19/2015 | Sucua, Ecuador | Ecuador | -2.483056 | -78.166945 | XMS | Edmund Carvajal | Non-Fatal | Destroyed | Airplane |  | CESSNA | 206G | No |  | Reciprocating | Non-U.S., Non-Commercial |  | Unknown |  |  | 1 |  |  | VMC | DESCENT | Foreign |  | 
20150721X30025 | Accident | ERA15LA274 | 07/19/2015 | Linden, NJ | United States | 40.617500 | -74.244444 | LDJ | LINDEN | Non-Fatal | Substantial | Airplane | N962SP | CESSNA | 172S | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 4 | VMC | TAKEOFF | Preliminary | 07/27/2015 | 
20150721X25227 | Accident | ERA15LA273 | 07/19/2015 | Wilmington, NC | United States | 34.271111 | -77.902778 | ILM | WILMINGTON INTL | Non-Fatal | Substantial | Airplane | N829T | BEECH | 35-C33 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 1 | VMC | LANDING | Preliminary | 08/05/2015 | 
20150803X93751 | Accident | CEN15LA332 | 07/19/2015 | Holland, MI | United States | 42.781111 | -86.210000 |  | N/A | Non-Fatal | Substantial | Airplane | N5607F | ALON | A2 | No |  | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  | 1 |  | VMC |  | Preliminary | 08/04/2015 | 
20150721X13320 | Accident | ANC15FA050 | 07/19/2015 | Trapper Creek, AK | United States |  |  |  | N/A | Fatal(1) | Destroyed | Airplane | N734VB | CESSNA | U206G | No |  |  | Part 91: General Aviation |  | Personal |  | 1 |  |  |  | VMC | MANEUVERING | Preliminary | 07/29/2015 | 
20150729X83049 | Accident | ANC15CA058 | 07/19/2015 | Mekoryuk, AK | United States |  |  |  |  |  |  |  | N3392J | CESSNA | 150G |  |  |  |  |  |  |  |  |  |  |  |  |  | Preliminary |  | 
20150723X93831 | Accident | GAA15CA195 | 07/18/2015 | Hidden Valley Lake, CA | United States |  |  |  |  |  |  |  | N938S | KUBICEK | BB100Z |  |  |  |  |  |  |  |  |  |  |  |  |  | Preliminary |  | 
20150722X71220 | Accident | GAA15CA193 | 07/18/2015 | Oxford, IA | United States | 41.758333 | -91.721111 | IA24 | GREEN CASTLE | Non-Fatal | Substantial | Airplane | N45508 | LUSCOMBE | 8A | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  | 1 | 1 | VMC | TAKEOFF | Factual | 09/08/2015 | 
20150722X93738 | Accident | GAA15CA192 | 07/18/2015 | Fairfield, NC | United States | 35.560556 | -76.234444 | 23NR | WHITFIELD'S EAST | Non-Fatal | Substantial | Airplane | N5453V | CESSNA | R172K | No | 1 | Reciprocating | Part 91: General Aviation |  | Business |  |  |  |  | 2 | VMC | TAKEOFF | Factual | 09/08/2015 | 
20150721X35454 | Accident | GAA15CA190 | 07/18/2015 | Greensboro, NC | United States | 36.173611 | -79.803056 | W88 | Air Harbor | Non-Fatal | Substantial | Airplane | N96ML | PIPER | PA 32-300 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 1 | VMC | LANDING | Factual | 09/08/2015 | 
20150720X85830 | Accident | GAA15CA189 | 07/18/2015 | Hanksville, UT | United States | 38.566111 | -110.956944 | U660 | Hidden Splendor | Non-Fatal | Substantial | Airplane | N735JB | CESSNA | 182Q | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 2 | VMC | TAKEOFF | Probable Cause | 08/12/2015 | 
20150722X24420 | Accident | ERA15LA276 | 07/18/2015 | Lititz, PA | United States | 40.102778 | -76.275278 | LNS | LANCASTER | Non-Fatal | Substantial | Airplane | N8969L | GRUMMAN AMERICAN AVN. CORP. | AA1B | No | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  |  |  |  | 2 | VMC | APPROACH | Preliminary | 08/25/2015 | 
20150720X33339 | Accident | ERA15CA272 | 07/18/2015 | Junction City, KY | United States | 37.577500 | -84.769445 | DVK | Stuart Powell Field | Non-Fatal | Substantial | Airplane | N31CS | SMITH | STEEN SKYBOLT | Yes | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  | 1 |  | VMC | GO-AROUND | Probable Cause | 08/11/2015 | 
20150811X91854 | Accident | CEN15LA346 | 07/18/2015 | Saint Martin Island, MI | United States |  |  |  | N/A | Non-Fatal | Substantial | Airplane | CFGGS | ERCOUPE | 415 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 1 | VMC | CRUISE | Preliminary | 08/11/2015 | 
20150719X03208 | Accident | CEN15FA307 | 07/18/2015 | Cody, WY | United States | 44.605833 | -109.419167 |  | N/A | Fatal(4) | Destroyed | Airplane | N72TP | CESSNA | T310R | No |  |  | Part 91: General Aviation |  | Personal |  | 4 |  |  |  | VMC |  | Preliminary | 07/23/2015 | 
20150721X55255 | Accident | GAA15LA191 | 07/17/2015 | Livingston, TX | United States | 30.688889 | -95.021945 | 00R | LIVINGSTON MUNI | Non-Fatal | Substantial | Gyrocraft | N402ED | CELIER AVIATION | XENON RST | No | 1 | Reciprocating | Part 91: General Aviation |  | Ferry |  |  |  | 1 |  |  | TAKEOFF | Preliminary | 07/28/2015 | 
20150629X13115 | Accident | GAA15CA143 | 07/17/2015 | Fenton, MI | United States | 42.856667 | -83.719723 |  | N/A | Non-Fatal | Substantial | Airplane | N1204A | AVENTURA | II | Yes | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 1 | VMC | TAKEOFF | Probable Cause | 09/11/2015 | 
20150806X12451 | Accident | CEN15WA338 | 07/17/2015 | Golub-Dobrzyn City, Poland | Poland | 53.107222 | 19.053889 |  |  | Fatal(1) | Destroyed | Airplane |  | 3XTRIM | 450 ULTRA | No | 1 | Reciprocating |  |  |  |  | 1 | 1 |  |  |  |  | Foreign |  | 
20150721X83402 | Accident | CEN15LA309 | 07/17/2015 | Anoka, MN | United States | 45.141389 | -93.210000 | ANE | ANOKA COUNTY-BLAINE ARPT(JANES | Non-Fatal | Substantial | Airplane | N6511V | CESSNA | 172RG | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 2 | VMC | TAKEOFF | Preliminary | 07/29/2015 | 
20150718X04523 | Accident | ANC15FA049 | 07/17/2015 | Juneau, AK | United States | 58.336111 | -135.186111 |  | N/A | Fatal(1) | Substantial | Airplane | N62AK | CESSNA | 207A | No | 1 | Reciprocating | Part 135: Air Taxi & Commuter | SCHD |  | Sea Port Airlines, Inc (DBA: Wings of Alaska) | 1 | 4 |  |  | VMC |  | Preliminary | 07/29/2015 | 
20150803X40154 | Accident | GAA15CA207 | 07/16/2015 | Rosamond, CA | United States | 34.870556 | -118.205556 | L00 | ROSAMOND SKYPARK | Non-Fatal | Substantial | Airplane | N8028A | CESSNA | 170B | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 3 | VMC | TAKEOFF | Probable Cause | 09/11/2015 | 
20150718X93310 | Accident | ERA15LA271 | 07/16/2015 | Corbin, KY | United States |  |  |  | N/A | Non-Fatal | Substantial | Airplane | N236JY | YOUNG JOHN E | SEAREY | Yes |  | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 1 | VMC | LANDING | Preliminary | 08/03/2015 | 
20150716X35209 | Accident | ERA15LA269 | 07/16/2015 | Dunkirk, NY | United States | 42.515833 | -79.259167 | DKK | Chautauqua County/Dunkirk | Non-Fatal | Substantial | Airplane | N6047W | CESSNA AIRCRAFT CO | 162 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  | 1 |  | VMC | TAKEOFF | Preliminary | 07/27/2015 | 
20150720X84808 | Accident | CEN15LA308 | 07/16/2015 | Melbourne, AR | United States | 36.070834 | -91.830278 |  | N/A | Non-Fatal | Substantial | Airplane | N80917 | DEVOE | CLIP WING | Yes | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  | 1 |  |  | VMC |  | Preliminary | 07/23/2015 | 
20150716X85404 | Accident | WPR15CA214 | 07/15/2015 | Laurier, WA | United States | 48.998333 | -118.221667 | K69S | Avey Field | Non-Fatal | Substantial | Airplane | C-GDYN | PIPER | PA-28-151 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  | 1 |  | VMC | LANDING | Probable Cause | 08/12/2015 | 
20150818X05655 | Accident | GAA15CA227 | 07/15/2015 | Sandusky, MI | United States |  |  |  |  |  |  |  | N8337Z | ROBINSON HELICOPTER | R44 |  |  |  |  |  |  |  |  |  |  |  |  |  | Preliminary |  | 
20150717X74403 | Accident | GAA15CA188 | 07/15/2015 | Kingsland, TX | United States | 30.683611 | -98.416945 | 44TE | SHIRLEY WILLIAMS | Non-Fatal | Substantial | Airplane | N8305V | CHAMPION | 7GCAA | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 2 | VMC | APPROACH | Probable Cause | 09/11/2015 | 
20150819X30131 | Accident | CEN15WA368 | 07/15/2015 | Varberg, Sweden | Sweden | 57.125000 | 12.228611 |  |  | Non-Fatal | Destroyed | Airplane |  | PIPER | PA-32R-300 | No |  |  |  |  |  |  |  |  | 1 | 5 |  | TAKEOFF | Foreign |  | 
20150716X35419 | Accident | WPR15LA218 | 07/14/2015 | Cascade, ID | United States |  |  | KU70 | Cascade | Non-Fatal | Substantial | Unknown | N810GL | DAFOE GERALD W | TCOW SMITH CUB |  |  |  | Part 103: Ultralight |  | Personal |  |  |  |  | 1 | VMC | LANDING | Preliminary | 07/27/2015 | 
20150714X71704 | Accident | GAA15CA184 | 07/14/2015 | Buhl, ID | United States | 42.596389 | -114.796389 | U03 | BUHL MUNI | Non-Fatal | Substantial | Airplane | N3795M | PIPER | PA 12 | No | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  |  |  |  | 2 | VMC | LANDING | Probable Cause | 08/12/2015 | 
20150724X83754 | Incident | ENG15WA027 | 07/14/2015 | Incheon, Republic of Korea, Korea, Republic Of | Korea, Republic Of |  |  | ICN | Incheon International Airport | Incident |  | Airplane |  | AIRBUS | A330 - 323 | No | 2 | Turbo Fan |  | SCHD |  |  |  |  |  | 123 |  | TAKEOFF | Foreign |  | 
20150715X54519 | Accident | CEN15LA306 | 07/14/2015 | Clark, SD | United States | 44.895000 | -97.710556 | 8D7 | Clark County Airport | Non-Fatal | Substantial | Weight-Shift | None | AIR CREATION | CLIPPER 582 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  | 2 |  |  | VMC | TAKEOFF | Preliminary | 07/21/2015 | 
20150714X65632 | Accident | CEN15FA305 | 07/14/2015 | Brazoria, TX | United States | 28.906389 | -95.604167 |  | N/A | Fatal(2) | Substantial | Airplane | N555PK | PIPER | PA 32-300 | No | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  | 2 |  |  |  | VMC | MANEUVERING | Preliminary | 08/11/2015 | 
20150721X85141 | Accident | ANC15CA051 | 07/14/2015 | Homer, AK | United States | 59.813056 | -150.496666 |  | N/A | Non-Fatal | Substantial | Airplane | N72784 | CESSNA | 140 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 2 | VMC | DESCENT | Probable Cause | 09/11/2015 | 
20150804X24122 | Accident | GAA15CA211 | 07/13/2015 | Chester, CA | United States |  |  |  |  |  |  |  | N2180Q | CESSNA | 177RG |  |  |  |  |  |  |  |  |  |  |  |  |  | Preliminary |  | 
20150714X35046 | Accident | GAA15CA181 | 07/13/2015 | Caldwell, ID | United States | 43.642222 | -116.636111 | EUL | CALDWELL INDUSTRIAL | Non-Fatal | Substantial | Helicopter | N184SH | ROBINSON HELICOPTER | R22 BETA | No | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  |  |  |  | 2 | VMC |  | Probable Cause | 09/11/2015 | 
20150714X13011 | Accident | ERA15CA266 | 07/13/2015 | Southbridge, MA | United States |  |  |  |  |  |  |  | N1356R | GRUMMAN AMERICAN AVN. CORP. | AA 5 |  |  |  |  |  |  |  |  |  |  |  |  |  | Preliminary |  | 
20150813X00148 | Accident | CEN15LA357 | 07/13/2015 | Clifton, TX | United States | 31.817223 | -97.569445 | 7F7 | CLIFTON MUNI/ISENHOWER FIELD | Non-Fatal | Destroyed | Airplane | N7768Y | PIPER | PA 30 | No | 2 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  | 1 |  |  | APPROACH | Preliminary | 08/13/2015 | 
20150715X91005 | Accident | GAA15CA185 | 07/12/2015 | Whiteville, NC | United States | 34.274445 | -78.713056 | CPC | COLUMBUS COUNTY MUNI | Non-Fatal | Substantial | Airplane | N5618 | BARRON | STARDUSTER SA 300 | Yes | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 1 | VMC | LANDING | Factual | 09/08/2015 | 
20150622X33904 | Accident | GAA15CA131 | 07/12/2015 | Panguitch, UT | United States |  |  |  |  |  |  |  | N441MM | ROBINSON HELICOPTER | R22 BETA |  |  |  |  |  |  |  |  |  |  |  |  |  | Preliminary |  | 
20150713X41721 | Accident | ERA15LA263 | 07/12/2015 | Stafford Twp, NJ | United States | 39.697222 | -74.264722 | 31E | EAGLES NEST | Non-Fatal | Substantial | Airplane | N315EC | CESSNA | 210 5A(205A) | No | 1 | Reciprocating | Part 91: General Aviation |  | Skydiving |  |  |  | 1 | 4 | VMC | CLIMB | Preliminary | 07/16/2015 | 
20150713X14241 | Accident | ERA15CA262 | 07/12/2015 | Viola, TN | United States | 35.310000 | -85.520000 |  | N/A | Non-Fatal | Substantial | Helicopter | N577AT | ROBINSON HELICOPTER | R44 | No | 1 | Reciprocating | Part 137: Agricultural |  | Aerial Application |  |  |  |  | 1 | VMC | MANEUVERING | Probable Cause | 08/11/2015 | 
20150713X43208 | Accident | CEN15CA304 | 07/12/2015 | South St. Paul, MN | United States | 44.857222 | -93.032778 | SGS | South St. Paul Municipal Airpo | Non-Fatal | Substantial | Airplane | N5139J | CESSNA | 340 | No | 2 | Reciprocating | Part 91: General Aviation |  | Positioning |  |  |  |  | 1 | IMC | TAKEOFF | Probable Cause | 09/11/2015 | 
20150716X91546 | Accident | WPR15FA215 | 07/11/2015 | Twin Sisters Mtn, WA | United States | 48.689444 | -121.970278 |  | N/A | Fatal(2) | Destroyed | Airplane | N9712D | PIPER | PA 22-160 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  | 2 |  |  |  | VMC |  | Preliminary | 07/23/2015 | 
20150714X62513 | Accident | WPR15FA212 | 07/11/2015 | Mazama, WA | United States | 48.521111 | -120.746666 |  | N/A | Fatal(2) | Substantial | Airplane | N8749A | BEECH | A35 | No |  | Reciprocating | Part 91: General Aviation |  | Personal |  | 2 | 1 |  |  | VMC |  | Preliminary | 07/21/2015 | 
20150805X70830 | Accident | GAA15CA213 | 07/11/2015 | Dauphin Island, AL | United States | 30.260556 | -88.127778 | 4R9 | DAUPHIN ISLAND | Non-Fatal | Substantial | Airplane | N185DK | CESSNA | A185F | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 2 | VMC | LANDING | Factual | 09/09/2015 | 
20150714X75059 | Accident | ERA15LA265 | 07/11/2015 | Mount Dora, FL | United States | 28.835000 | -81.628611 | X55 | MID FLORIDA AIR SERVICE | Non-Fatal | Substantial | Airplane | N28864 | LUSCOMBE | 8A | No | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  |  |  |  | 2 | VMC | TAKEOFF | Preliminary | 08/10/2015 | 
20150716X75302 | Accident | ERA15CA267 | 07/11/2015 | Batavia, NY | United States | 43.031667 | -78.169723 | GVQ | Genesee county airport | Non-Fatal | Substantial | Airplane | N434LB | BRANDT LEROY E | CHALLENGER II | Yes | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 1 | VMC | LANDING | Probable Cause | 08/12/2015 | 
20150713X85701 | Accident | ANC15LA048 | 07/11/2015 | Juneau, AK | United States | 58.356667 | -134.580278 | JNU | JUNEAU INTL | Non-Fatal | Substantial | Airplane | N3607Y | CESSNA | 210 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 2 | VMC | LANDING | Preliminary | 07/20/2015 | 
20150710X82210 | Accident | WPR15LA209 | 07/10/2015 | Phoenix, AZ | United States | 33.686389 | -112.076111 | DVT | Phoenix Deer Valley Airport | Non-Fatal | Substantial | Airplane | N9152V | MOONEY | M 20G | No | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  |  |  |  | 2 | VMC | LANDING | Preliminary | 07/16/2015 | 
20150716X95232 | Accident | ERA15LA268 | 07/10/2015 | Buffalo, NY | United States | 42.945000 | -78.738333 | BUF | Buffalo Niagara International | Non-Fatal | Substantial | Airplane | C-FHER | CESSNA | 170 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 1 | VMC | LANDING | Preliminary | 08/10/2015 | 
20150713X50744 | Accident | ERA15CA264 | 07/10/2015 | Palatka, FL | United States | 29.658611 | -81.688333 | 28J | Palatka Municipal Airport | Non-Fatal | Substantial | Airplane | N59PB | HAPHEY BRUCE FREDERIC | MUSTANG II | Yes | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  | 1 |  | VMC | GO-AROUND | Probable Cause | 08/11/2015 | 
20150715X13850 | Accident | WPR15WA213 | 07/09/2015 | Zhejiang Province, P.R. China, China | China |  |  |  |  | Fatal(2) | Substantial | Helicopter |  | BELL | 407 - NO SERIES | No |  |  |  |  |  |  | 2 | 1 | 1 | 3 |  | MANEUVERING | Foreign |  | 
20150714X31451 | Accident | GAA15CA180 | 07/09/2015 | Burlington, WI | United States | 42.691389 | -88.304444 | BUU | BURLINGTON MUNI | Non-Fatal | Substantial | Airplane | N29NX | PIETENPOL | AIR CAMPER | Yes | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 1 | VMC | LANDING | Probable Cause | 08/12/2015 | 
20150710X04415 | Accident | GAA15CA175 | 07/09/2015 | Renton, WA | United States | 47.497777 | -122.215833 | RNT | RENTON MUNI | Non-Fatal | Substantial | Airplane | N12MM | CESSNA | 150J | No | 1 | Reciprocating | Part 91: General Aviation |  | Banner Tow |  |  |  | 1 |  | VMC | TAKEOFF | Probable Cause | 08/12/2015 | 
20150709X35426 | Accident | GAA15CA171 | 07/09/2015 | Hatch, NM | United States | 32.630000 | -107.360000 |  | N/A | Non-Fatal | Substantial | Airplane | N2034P | WEATHERLY AVIATION CO INC | 620B | No | 1 | Reciprocating | Part 137: Agricultural |  | Aerial Application |  |  |  |  | 1 | VMC | MANEUVERING | Probable Cause | 08/11/2015 | 
20150718X91408 | Accident | ERA15LA270 | 07/09/2015 | Climax, GA | United States | 30.877223 | -84.431945 | None | Private | Non-Fatal | Substantial | Airplane | N524SL | AYRES CORPORATION | S2R T34 | No | 1 | Turbo Prop | Part 137: Agricultural |  | Aerial Application |  |  |  |  | 1 | VMC | TAKEOFF | Preliminary | 07/27/2015 | 
20150714X20742 | Accident | WPR15WA211 | 07/08/2015 | Maitland, Australia, Australia | Australia | -32.739166 | 151.426945 |  |  | Fatal(1) | Destroyed | Airplane |  | AMATURE BUILT | PITTS | Yes |  |  |  |  |  |  | 1 |  |  |  |  | MANEUVERING | Foreign |  | 
20150709X90721 | Accident | GAA15CA174 | 07/08/2015 | Belgrade, MT | United States | 45.785833 | -111.163611 | BZN | BOZEMAN YELLOWSTONE INTL | Non-Fatal | Substantial | Airplane | N220CL | PILATUS | PC12 | No | 1 | Turbo Prop | Part 91: General Aviation |  | Personal |  |  |  |  | 2 | VMC | LANDING | Probable Cause | 09/11/2015 | 
20150709X60900 | Accident | GAA15CA172 | 07/08/2015 | Silver Springs, NV | United States | 39.405000 | -119.251944 | SPZ | SILVER SPRINGS | Non-Fatal | Substantial | Glider | N5839V | SCHWEIZER | SGS 1 26B | No | 0 |  | Part 91: General Aviation |  | Air Race/Show |  |  |  |  | 1 | VMC | APPROACH | Factual | 08/26/2015 | 
